kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
METHOD	com.netflix.zuul.context.SessionContext	get(java.lang.Object)	null	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/context/SessionContext.java	RETURN_NULLABLE	nullable	com.netflix.zuul.context.SessionContext	get(java.lang.Object)
METHOD	com.netflix.zuul.context.SessionContextDecorator	decorate(com.netflix.zuul.context.SessionContext)	null	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/context/SessionContextDecorator.java	WRONG_OVERRIDE_RETURN	nullable	com.netflix.zuul.context.ZuulSessionContextDecorator	decorate(com.netflix.zuul.context.SessionContext)
METHOD	com.netflix.zuul.passport.CurrentPassport	fromSessionContext(com.netflix.zuul.context.SessionContext)	null	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/passport/CurrentPassport.java	RETURN_NULLABLE	nullable	com.netflix.zuul.passport.CurrentPassport	fromSessionContext(com.netflix.zuul.context.SessionContext)
METHOD	com.netflix.zuul.message.http.HttpResponseInfo	getInboundRequest()	null	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/message/http/HttpResponseInfo.java	WRONG_OVERRIDE_RETURN	nullable	com.netflix.zuul.message.http.HttpResponseMessageImpl	getInboundRequest()
FIELD	com.netflix.zuul.netty.server.push.PushRegistrationHandler	null	ctx	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/server/push/PushRegistrationHandler.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.server.push.PushRegistrationHandler	null
FIELD	com.netflix.zuul.netty.server.Server	null	serverGroup	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/server/Server.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.server.Server	null
FIELD	com.netflix.zuul.netty.server.Server$ServerGroup	null	clientToProxyWorkerPool	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/server/Server.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.server.Server$ServerGroup	null
FIELD	com.netflix.zuul.netty.server.Server$ServerGroup	null	transportChannelOptions	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/server/Server.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.server.Server$ServerGroup	null
FIELD	com.netflix.zuul.netty.server.ssl.SslHandshakeInfoHandler	null	spectatorRegistry	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/server/ssl/SslHandshakeInfoHandler.java	ASSIGN_FIELD_NULLABLE	nullable	com.netflix.zuul.netty.server.ssl.SslHandshakeInfoHandler	SslHandshakeInfoHandler()
FIELD	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null	clientConnFactory	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/connectionpool/DefaultClientChannelManager.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null
FIELD	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null	channelInitializer	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/connectionpool/DefaultClientChannelManager.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null
FIELD	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null	clientConnFactory	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/connectionpool/DefaultClientChannelManager.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null
FIELD	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null	channelInitializer	null	/tmp/projects/zuul/zuul-core/src/main/java/com/netflix/zuul/netty/connectionpool/DefaultClientChannelManager.java	METHOD_NO_INIT	nullable	com.netflix.zuul.netty.connectionpool.DefaultClientChannelManager	null
